"alpha"	"gamma"	"alphaM"	"gammaM"	"a"	"b"
40.137	-26.0684	40.14	-26.04	40.14	-26.04
40.1387	-26.064	40.14	-26.04	40.14	-26.04
40.1404	-26.0595	40.14	-26.04	40.14	-26.04
40.1421	-26.055	40.14	-26.04	40.14	-26.04
40.1438	-26.0505	40.14	-26.04	40.14	-26.04
40.1455	-26.046	40.14	-26.04	40.14	-26.04
40.1472	-26.0416	40.14	-26.04	40.14	-26.04
40.1489	-26.0371	40.14	-26.04	40.14	-26.04
40.1506	-26.0326	40.14	-26.04	40.14	-26.04
40.1523	-26.0281	40.14	-26.04	40.14	-26.04
40.154	-26.0237	40.14	-26.04	40.14	-26.04
40.1557	-26.0192	40.14	-26.04	40.14	-26.04
40.1573	-26.0147	40.14	-26.04	40.14	-26.04
40.159	-26.0102	40.14	-26.04	40.14	-26.04
40.1607	-26.0057	40.14	-25.98	40.14	-25.98
40.1624	-26.0012	40.14	-25.98	40.14	-25.98
40.1641	-25.9968	40.14	-25.98	40.14	-25.98
40.1658	-25.9923	40.14	-25.98	40.14	-25.98
40.1675	-25.9878	40.14	-25.98	40.14	-25.98
40.1692	-25.9833	40.14	-25.98	40.14	-25.98
40.1709	-25.9788	40.2	-25.98	40.2	-25.98
40.1726	-25.9744	40.2	-25.98	40.2	-25.98
40.1743	-25.9699	40.2	-25.98	40.2	-25.98
40.176	-25.9654	40.2	-25.98	40.2	-25.98
40.1777	-25.9609	40.2	-25.98	40.2	-25.98
40.1794	-25.9564	40.2	-25.98	40.2	-25.98
40.1811	-25.9519	40.2	-25.98	40.2	-25.98
40.1827	-25.9475	40.2	-25.92	40.2	-25.92
40.1844	-25.943	40.2	-25.92	40.2	-25.92
40.1861	-25.9385	40.2	-25.92	40.2	-25.92
40.1878	-25.934	40.2	-25.92	40.2	-25.92
40.1895	-25.9295	40.2	-25.92	40.2	-25.92
40.1912	-25.925	40.2	-25.92	40.2	-25.92
40.1929	-25.9205	40.2	-25.92	40.2	-25.92
40.1946	-25.9161	40.2	-25.92	40.2	-25.92
40.1963	-25.9116	40.2	-25.92	40.2	-25.92
40.1979	-25.9071	40.2	-25.92	40.2	-25.92
40.1996	-25.9026	40.2	-25.92	40.2	-25.92
40.2013	-25.8981	40.2	-25.92	40.2	-25.92
40.203	-25.8936	40.2	-25.92	40.2	-25.92
40.2047	-25.8891	40.2	-25.86	40.2	-25.86
40.2064	-25.8846	40.2	-25.86	40.2	-25.86
40.2081	-25.8802	40.2	-25.86	40.2	-25.86
40.2098	-25.8757	40.2	-25.86	40.2	-25.86
40.2114	-25.8712	40.2	-25.86	40.2	-25.86
40.2131	-25.8667	40.2	-25.86	40.2	-25.86
40.2148	-25.8622	40.2	-25.86	40.2	-25.86
40.2165	-25.8577	40.2	-25.86	40.2	-25.86
40.2182	-25.8532	40.2	-25.86	40.2	-25.86
40.2199	-25.8487	40.2	-25.86	40.2	-25.86
40.2216	-25.8442	40.2	-25.86	40.2	-25.86
40.2232	-25.8397	40.2	-25.86	40.2	-25.86
40.2249	-25.8353	40.2	-25.86	40.2	-25.86
40.2266	-25.8308	40.2	-25.86	40.2	-25.86
40.2283	-25.8263	40.2	-25.8	40.2	-25.8
40.23	-25.8218	40.2	-25.8	40.2	-25.8
40.2317	-25.8173	40.26	-25.8	40.26	-25.8
40.2333	-25.8128	40.26	-25.8	40.26	-25.8
40.235	-25.8083	40.26	-25.8	40.26	-25.8
40.2367	-25.8038	40.26	-25.8	40.26	-25.8
40.2384	-25.7993	40.26	-25.8	40.26	-25.8
40.2401	-25.7948	40.26	-25.8	40.26	-25.8
40.2418	-25.7903	40.26	-25.8	40.26	-25.8
40.2434	-25.7858	40.26	-25.8	40.26	-25.8
40.2451	-25.7813	40.26	-25.8	40.26	-25.8
40.2468	-25.7768	40.26	-25.8	40.26	-25.8
40.2485	-25.7723	40.26	-25.8	40.26	-25.8
40.2502	-25.7679	40.26	-25.74	40.26	-25.74
40.2518	-25.7634	40.26	-25.74	40.26	-25.74
40.2535	-25.7589	40.26	-25.74	40.26	-25.74
40.2552	-25.7544	40.26	-25.74	40.26	-25.74
40.2569	-25.7499	40.26	-25.74	40.26	-25.74
40.2585	-25.7454	40.26	-25.74	40.26	-25.74
40.2602	-25.7409	40.26	-25.74	40.26	-25.74
40.2619	-25.7364	40.26	-25.74	40.26	-25.74
40.2636	-25.7319	40.26	-25.74	40.26	-25.74
40.2653	-25.7274	40.26	-25.74	40.26	-25.74
40.2669	-25.7229	40.26	-25.74	40.26	-25.74
40.2686	-25.7184	40.26	-25.74	40.26	-25.74
40.2703	-25.7139	40.26	-25.74	40.26	-25.74
40.272	-25.7094	40.26	-25.68	40.26	-25.68
40.2736	-25.7049	40.26	-25.68	40.26	-25.68
40.2753	-25.7004	40.26	-25.68	40.26	-25.68
40.277	-25.6959	40.26	-25.68	40.26	-25.68
40.2787	-25.6914	40.26	-25.68	40.26	-25.68
40.2803	-25.6869	40.26	-25.68	40.26	-25.68
40.282	-25.6824	40.26	-25.68	40.26	-25.68
40.2837	-25.6779	40.26	-25.68	40.26	-25.68
40.2854	-25.6734	40.26	-25.68	40.26	-25.68
40.287	-25.6689	40.26	-25.68	40.26	-25.68
40.2887	-25.6644	40.26	-25.68	40.26	-25.68
40.2904	-25.6599	40.32	-25.68	40.32	-25.68
40.2921	-25.6554	40.32	-25.68	40.32	-25.68
40.2937	-25.6509	40.32	-25.68	40.32	-25.68
40.2954	-25.6464	40.32	-25.62	40.32	-25.62
40.2971	-25.6419	40.32	-25.62	40.32	-25.62
40.2988	-25.6373	40.32	-25.62	40.32	-25.62
40.3004	-25.6328	40.32	-25.62	40.32	-25.62
40.3021	-25.6283	40.32	-25.62	40.32	-25.62
40.3038	-25.6238	40.32	-25.62	40.32	-25.62
40.3054	-25.6193	40.32	-25.62	40.32	-25.62
40.3071	-25.6148	40.32	-25.62	40.32	-25.62
40.3088	-25.6103	40.32	-25.62	40.32	-25.62
40.3104	-25.6058	40.32	-25.62	40.32	-25.62
40.3121	-25.6013	40.32	-25.62	40.32	-25.62
40.3138	-25.5968	40.32	-25.62	40.32	-25.62
40.3155	-25.5923	40.32	-25.62	40.32	-25.62
40.3171	-25.5878	40.32	-25.56	40.32	-25.56
40.3188	-25.5833	40.32	-25.56	40.32	-25.56
40.3205	-25.5788	40.32	-25.56	40.32	-25.56
40.3221	-25.5743	40.32	-25.56	40.32	-25.56
40.3238	-25.5698	40.32	-25.56	40.32	-25.56
40.3255	-25.5652	40.32	-25.56	40.32	-25.56
40.3271	-25.5607	40.32	-25.56	40.32	-25.56
40.3288	-25.5562	40.32	-25.56	40.32	-25.56
40.3305	-25.5517	40.32	-25.56	40.32	-25.56
40.3321	-25.5472	40.32	-25.56	40.32	-25.56
40.3338	-25.5427	40.32	-25.56	40.32	-25.56
40.3355	-25.5382	40.32	-25.56	40.32	-25.56
40.3371	-25.5337	40.32	-25.56	40.32	-25.56
40.3388	-25.5292	40.32	-25.5	40.32	-25.5
40.3405	-25.5247	40.32	-25.5	40.32	-25.5
40.3421	-25.5201	40.32	-25.5	40.32	-25.5
40.3438	-25.5156	40.32	-25.5	40.32	-25.5
40.3455	-25.5111	40.32	-25.5	40.32	-25.5
40.3471	-25.5066	40.32	-25.5	40.32	-25.5
40.3488	-25.5021	40.32	-25.5	40.32	-25.5
40.3505	-25.4976	40.38	-25.5	40.38	-25.5
40.3521	-25.4931	40.38	-25.5	40.38	-25.5
40.3538	-25.4886	40.38	-25.5	40.38	-25.5
40.3554	-25.484	40.38	-25.5	40.38	-25.5
40.3571	-25.4795	40.38	-25.5	40.38	-25.5
40.3588	-25.475	40.38	-25.5	40.38	-25.5
40.3604	-25.4705	40.38	-25.5	40.38	-25.5
40.3621	-25.466	40.38	-25.44	40.38	-25.44
40.3637	-25.4615	40.38	-25.44	40.38	-25.44
40.3654	-25.457	40.38	-25.44	40.38	-25.44
40.3671	-25.4524	40.38	-25.44	40.38	-25.44
40.3687	-25.4479	40.38	-25.44	40.38	-25.44
40.3704	-25.4434	40.38	-25.44	40.38	-25.44
40.3721	-25.4389	40.38	-25.44	40.38	-25.44
40.3737	-25.4344	40.38	-25.44	40.38	-25.44
40.3754	-25.4299	40.38	-25.44	40.38	-25.44
40.377	-25.4253	40.38	-25.44	40.38	-25.44
40.3787	-25.4208	40.38	-25.44	40.38	-25.44
40.3803	-25.4163	40.38	-25.44	40.38	-25.44
40.382	-25.4118	40.38	-25.44	40.38	-25.44
40.3837	-25.4073	40.38	-25.38	40.38	-25.38
40.3853	-25.4027	40.38	-25.38	40.38	-25.38
40.387	-25.3982	40.38	-25.38	40.38	-25.38
40.3886	-25.3937	40.38	-25.38	40.38	-25.38
40.3903	-25.3892	40.38	-25.38	40.38	-25.38
40.3919	-25.3847	40.38	-25.38	40.38	-25.38
40.3936	-25.3801	40.38	-25.38	40.38	-25.38
40.3953	-25.3756	40.38	-25.38	40.38	-25.38
40.3969	-25.3711	40.38	-25.38	40.38	-25.38
40.3986	-25.3666	40.38	-25.38	40.38	-25.38
40.4002	-25.3621	40.38	-25.38	40.38	-25.38
40.4019	-25.3575	40.38	-25.38	40.38	-25.38
40.4035	-25.353	40.38	-25.38	40.38	-25.38
40.4052	-25.3485	40.38	-25.32	40.38	-25.32
40.4068	-25.344	40.38	-25.32	40.38	-25.32
40.4085	-25.3394	40.38	-25.32	40.38	-25.32
40.4102	-25.3349	40.44	-25.32	40.44	-25.32
40.4118	-25.3304	40.44	-25.32	40.44	-25.32
40.4135	-25.3259	40.44	-25.32	40.44	-25.32
40.4151	-25.3214	40.44	-25.32	40.44	-25.32
40.4168	-25.3168	40.44	-25.32	40.44	-25.32
40.4184	-25.3123	40.44	-25.32	40.44	-25.32
40.4201	-25.3078	40.44	-25.32	40.44	-25.32
40.4217	-25.3033	40.44	-25.32	40.44	-25.32
40.4234	-25.2987	40.44	-25.32	40.44	-25.32
40.425	-25.2942	40.44	-25.32	40.44	-25.32
40.4267	-25.2897	40.44	-25.26	40.44	-25.26
40.4283	-25.2851	40.44	-25.26	40.44	-25.26
40.43	-25.2806	40.44	-25.26	40.44	-25.26
40.4316	-25.2761	40.44	-25.26	40.44	-25.26
40.4333	-25.2716	40.44	-25.26	40.44	-25.26
40.4349	-25.267	40.44	-25.26	40.44	-25.26
40.4366	-25.2625	40.44	-25.26	40.44	-25.26
40.4382	-25.258	40.44	-25.26	40.44	-25.26
40.4399	-25.2535	40.44	-25.26	40.44	-25.26
40.4415	-25.2489	40.44	-25.26	40.44	-25.26
40.4432	-25.2444	40.44	-25.26	40.44	-25.26
40.4448	-25.2399	40.44	-25.26	40.44	-25.26
40.4465	-25.2353	40.44	-25.26	40.44	-25.26
40.4481	-25.2308	40.44	-25.26	40.44	-25.26
40.4498	-25.2263	40.44	-25.2	40.44	-25.2
40.4514	-25.2218	40.44	-25.2	40.44	-25.2
40.4531	-25.2172	40.44	-25.2	40.44	-25.2
40.4547	-25.2127	40.44	-25.2	40.44	-25.2
40.4563	-25.2082	40.44	-25.2	40.44	-25.2
40.458	-25.2036	40.44	-25.2	40.44	-25.2
40.4596	-25.1991	40.44	-25.2	40.44	-25.2
40.4613	-25.1946	40.44	-25.2	40.44	-25.2
40.4629	-25.19	40.44	-25.2	40.44	-25.2
40.4646	-25.1855	40.44	-25.2	40.44	-25.2
40.4662	-25.181	40.44	-25.2	40.44	-25.2
40.4679	-25.1764	40.44	-25.2	40.44	-25.2
40.4695	-25.1719	40.44	-25.2	40.44	-25.2
40.4711	-25.1674	40.5	-25.14	40.5	-25.14
40.4728	-25.1628	40.5	-25.14	40.5	-25.14
40.4744	-25.1583	40.5	-25.14	40.5	-25.14
40.4761	-25.1538	40.5	-25.14	40.5	-25.14
40.4777	-25.1492	40.5	-25.14	40.5	-25.14
40.4794	-25.1447	40.5	-25.14	40.5	-25.14
40.481	-25.1402	40.5	-25.14	40.5	-25.14
40.4826	-25.1356	40.5	-25.14	40.5	-25.14
40.4843	-25.1311	40.5	-25.14	40.5	-25.14
40.4859	-25.1265	40.5	-25.14	40.5	-25.14
40.4876	-25.122	40.5	-25.14	40.5	-25.14
40.4892	-25.1175	40.5	-25.14	40.5	-25.14
40.4908	-25.1129	40.5	-25.14	40.5	-25.14
40.4925	-25.1084	40.5	-25.08	40.5	-25.08
40.4941	-25.1039	40.5	-25.08	40.5	-25.08
40.4958	-25.0993	40.5	-25.08	40.5	-25.08
40.4974	-25.0948	40.5	-25.08	40.5	-25.08
40.499	-25.0902	40.5	-25.08	40.5	-25.08
40.5007	-25.0857	40.5	-25.08	40.5	-25.08
40.5023	-25.0812	40.5	-25.08	40.5	-25.08
40.504	-25.0766	40.5	-25.08	40.5	-25.08
40.5056	-25.0721	40.5	-25.08	40.5	-25.08
40.5072	-25.0675	40.5	-25.08	40.5	-25.08
40.5089	-25.063	40.5	-25.08	40.5	-25.08
40.5105	-25.0585	40.5	-25.08	40.5	-25.08
40.5121	-25.0539	40.5	-25.08	40.5	-25.08
40.5138	-25.0494	40.5	-25.02	40.5	-25.02
40.5154	-25.0448	40.5	-25.02	40.5	-25.02
40.517	-25.0403	40.5	-25.02	40.5	-25.02
40.5187	-25.0358	40.5	-25.02	40.5	-25.02
40.5203	-25.0312	40.5	-25.02	40.5	-25.02
40.522	-25.0267	40.5	-25.02	40.5	-25.02
40.5236	-25.0221	40.5	-25.02	40.5	-25.02
40.5252	-25.0176	40.5	-25.02	40.5	-25.02
40.5269	-25.013	40.5	-25.02	40.5	-25.02
40.5285	-25.0085	40.5	-25.02	40.5	-25.02
40.5301	-25.004	40.56	-25.02	40.56	-25.02
40.5318	-24.9994	40.56	-25.02	40.56	-25.02
40.5334	-24.9949	40.56	-25.02	40.56	-25.02
40.535	-24.9903	40.56	-25.02	40.56	-25.02
40.5367	-24.9858	40.56	-24.96	40.56	-24.96
40.5383	-24.9812	40.56	-24.96	40.56	-24.96
40.5399	-24.9767	40.56	-24.96	40.56	-24.96
40.5416	-24.9721	40.56	-24.96	40.56	-24.96
40.5432	-24.9676	40.56	-24.96	40.56	-24.96
40.5448	-24.9631	40.56	-24.96	40.56	-24.96
40.5464	-24.9585	40.56	-24.96	40.56	-24.96
40.5481	-24.954	40.56	-24.96	40.56	-24.96
40.5497	-24.9494	40.56	-24.96	40.56	-24.96
40.5513	-24.9449	40.56	-24.96	40.56	-24.96
40.553	-24.9403	40.56	-24.96	40.56	-24.96
40.5546	-24.9358	40.56	-24.96	40.56	-24.96
40.5562	-24.9312	40.56	-24.96	40.56	-24.96
40.5578	-24.9267	40.56	-24.9	40.56	-24.9
40.5595	-24.9221	40.56	-24.9	40.56	-24.9
40.5611	-24.9176	40.56	-24.9	40.56	-24.9
40.5627	-24.913	40.56	-24.9	40.56	-24.9
40.5644	-24.9085	40.56	-24.9	40.56	-24.9
40.566	-24.9039	40.56	-24.9	40.56	-24.9
40.5676	-24.8994	40.56	-24.9	40.56	-24.9
40.5692	-24.8948	40.56	-24.9	40.56	-24.9
40.5709	-24.8903	40.56	-24.9	40.56	-24.9
40.5725	-24.8857	40.56	-24.9	40.56	-24.9
40.5741	-24.8812	40.56	-24.9	40.56	-24.9
40.5757	-24.8766	40.56	-24.9	40.56	-24.9
40.5774	-24.8721	40.56	-24.9	40.56	-24.9
40.579	-24.8675	40.56	-24.84	40.56	-24.84
40.5806	-24.863	40.56	-24.84	40.56	-24.84
40.5822	-24.8584	40.56	-24.84	40.56	-24.84
40.5839	-24.8538	40.56	-24.84	40.56	-24.84
40.5855	-24.8493	40.56	-24.84	40.56	-24.84
40.5871	-24.8447	40.56	-24.84	40.56	-24.84
40.5887	-24.8402	40.56	-24.84	40.56	-24.84
40.5904	-24.8356	40.62	-24.84	40.62	-24.84
40.592	-24.8311	40.62	-24.84	40.62	-24.84
40.5936	-24.8265	40.62	-24.84	40.62	-24.84
40.5952	-24.822	40.62	-24.84	40.62	-24.84
40.5969	-24.8174	40.62	-24.84	40.62	-24.84
40.5985	-24.8129	40.62	-24.84	40.62	-24.84
40.6001	-24.8083	40.62	-24.78	40.62	-24.78
40.6017	-24.8037	40.62	-24.78	40.62	-24.78
40.6033	-24.7992	40.62	-24.78	40.62	-24.78
40.605	-24.7946	40.62	-24.78	40.62	-24.78
40.6066	-24.7901	40.62	-24.78	40.62	-24.78
40.6082	-24.7855	40.62	-24.78	40.62	-24.78
40.6098	-24.781	40.62	-24.78	40.62	-24.78
40.6114	-24.7764	40.62	-24.78	40.62	-24.78
40.6131	-24.7718	40.62	-24.78	40.62	-24.78
40.6147	-24.7673	40.62	-24.78	40.62	-24.78
40.6163	-24.7627	40.62	-24.78	40.62	-24.78
40.6179	-24.7582	40.62	-24.78	40.62	-24.78
40.6195	-24.7536	40.62	-24.78	40.62	-24.78
40.6212	-24.749	40.62	-24.72	40.62	-24.72
40.6228	-24.7445	40.62	-24.72	40.62	-24.72
40.6244	-24.7399	40.62	-24.72	40.62	-24.72
40.626	-24.7354	40.62	-24.72	40.62	-24.72
40.6276	-24.7308	40.62	-24.72	40.62	-24.72
40.6292	-24.7262	40.62	-24.72	40.62	-24.72
40.6309	-24.7217	40.62	-24.72	40.62	-24.72
40.6325	-24.7171	40.62	-24.72	40.62	-24.72
40.6341	-24.7126	40.62	-24.72	40.62	-24.72
40.6357	-24.708	40.62	-24.72	40.62	-24.72
40.6373	-24.7034	40.62	-24.72	40.62	-24.72
40.6389	-24.6989	40.62	-24.72	40.62	-24.72
40.6405	-24.6943	40.62	-24.72	40.62	-24.72
40.6422	-24.6897	40.62	-24.66	40.62	-24.66
40.6438	-24.6852	40.62	-24.66	40.62	-24.66
40.6454	-24.6806	40.62	-24.66	40.62	-24.66
40.647	-24.676	40.62	-24.66	40.62	-24.66
40.6486	-24.6715	40.62	-24.66	40.62	-24.66
40.6502	-24.6669	40.68	-24.66	40.68	-24.66
40.6518	-24.6624	40.68	-24.66	40.68	-24.66
40.6535	-24.6578	40.68	-24.66	40.68	-24.66
40.6551	-24.6532	40.68	-24.66	40.68	-24.66
40.6567	-24.6487	40.68	-24.66	40.68	-24.66
40.6583	-24.6441	40.68	-24.66	40.68	-24.66
40.6599	-24.6395	40.68	-24.66	40.68	-24.66
40.6615	-24.635	40.68	-24.66	40.68	-24.66
40.6631	-24.6304	40.68	-24.66	40.68	-24.66
40.6647	-24.6258	40.68	-24.6	40.68	-24.6
40.6663	-24.6213	40.68	-24.6	40.68	-24.6
40.6679	-24.6167	40.68	-24.6	40.68	-24.6
40.6696	-24.6121	40.68	-24.6	40.68	-24.6
40.6712	-24.6075	40.68	-24.6	40.68	-24.6
40.6728	-24.603	40.68	-24.6	40.68	-24.6
40.6744	-24.5984	40.68	-24.6	40.68	-24.6
40.676	-24.5938	40.68	-24.6	40.68	-24.6
40.6776	-24.5893	40.68	-24.6	40.68	-24.6
40.6792	-24.5847	40.68	-24.6	40.68	-24.6
40.6808	-24.5801	40.68	-24.6	40.68	-24.6
40.6824	-24.5756	40.68	-24.6	40.68	-24.6
40.684	-24.571	40.68	-24.6	40.68	-24.6
40.6856	-24.5664	40.68	-24.54	40.68	-24.54
40.6872	-24.5618	40.68	-24.54	40.68	-24.54
40.6888	-24.5573	40.68	-24.54	40.68	-24.54
40.6905	-24.5527	40.68	-24.54	40.68	-24.54
40.6921	-24.5481	40.68	-24.54	40.68	-24.54
40.6937	-24.5436	40.68	-24.54	40.68	-24.54
40.6953	-24.539	40.68	-24.54	40.68	-24.54
40.6969	-24.5344	40.68	-24.54	40.68	-24.54
40.6985	-24.5298	40.68	-24.54	40.68	-24.54
40.7001	-24.5253	40.68	-24.54	40.68	-24.54
40.7017	-24.5207	40.68	-24.54	40.68	-24.54
40.7033	-24.5161	40.68	-24.54	40.68	-24.54
40.7049	-24.5115	40.68	-24.54	40.68	-24.54
40.7065	-24.507	40.68	-24.48	40.68	-24.48
40.7081	-24.5024	40.68	-24.48	40.68	-24.48
40.7097	-24.4978	40.68	-24.48	40.68	-24.48
40.7113	-24.4932	40.74	-24.48	40.74	-24.48
40.7129	-24.4887	40.74	-24.48	40.74	-24.48
40.7145	-24.4841	40.74	-24.48	40.74	-24.48
40.7161	-24.4795	40.74	-24.48	40.74	-24.48
40.7177	-24.4749	40.74	-24.48	40.74	-24.48
40.7193	-24.4704	40.74	-24.48	40.74	-24.48
40.7209	-24.4658	40.74	-24.48	40.74	-24.48
40.7225	-24.4612	40.74	-24.48	40.74	-24.48
40.7241	-24.4566	40.74	-24.48	40.74	-24.48
40.7257	-24.4521	40.74	-24.48	40.74	-24.48
40.7273	-24.4475	40.74	-24.42	40.74	-24.42
40.7289	-24.4429	40.74	-24.42	40.74	-24.42
40.7305	-24.4383	40.74	-24.42	40.74	-24.42
40.7321	-24.4337	40.74	-24.42	40.74	-24.42
40.7337	-24.4292	40.74	-24.42	40.74	-24.42
40.7353	-24.4246	40.74	-24.42	40.74	-24.42
40.7369	-24.42	40.74	-24.42	40.74	-24.42
40.7385	-24.4154	40.74	-24.42	40.74	-24.42
40.7401	-24.4108	40.74	-24.42	40.74	-24.42
40.7417	-24.4063	40.74	-24.42	40.74	-24.42
40.7433	-24.4017	40.74	-24.42	40.74	-24.42
40.7449	-24.3971	40.74	-24.42	40.74	-24.42
40.7465	-24.3925	40.74	-24.42	40.74	-24.42
40.7481	-24.3879	40.74	-24.36	40.74	-24.36
40.7497	-24.3833	40.74	-24.36	40.74	-24.36
40.7513	-24.3788	40.74	-24.36	40.74	-24.36
40.7529	-24.3742	40.74	-24.36	40.74	-24.36
40.7545	-24.3696	40.74	-24.36	40.74	-24.36
40.7561	-24.365	40.74	-24.36	40.74	-24.36
40.7576	-24.3604	40.74	-24.36	40.74	-24.36
40.7592	-24.3558	40.74	-24.36	40.74	-24.36
40.7608	-24.3513	40.74	-24.36	40.74	-24.36
40.7624	-24.3467	40.74	-24.36	40.74	-24.36
40.764	-24.3421	40.74	-24.36	40.74	-24.36
40.7656	-24.3375	40.74	-24.36	40.74	-24.36
40.7672	-24.3329	40.74	-24.36	40.74	-24.36
40.7688	-24.3283	40.74	-24.3	40.74	-24.3
40.7704	-24.3237	40.8	-24.3	40.8	-24.3
40.772	-24.3192	40.8	-24.3	40.8	-24.3
40.7736	-24.3146	40.8	-24.3	40.8	-24.3
40.7752	-24.31	40.8	-24.3	40.8	-24.3
40.7768	-24.3054	40.8	-24.3	40.8	-24.3
40.7783	-24.3008	40.8	-24.3	40.8	-24.3
40.7799	-24.2962	40.8	-24.3	40.8	-24.3
40.7815	-24.2916	40.8	-24.3	40.8	-24.3
40.7831	-24.287	40.8	-24.3	40.8	-24.3
40.7847	-24.2825	40.8	-24.3	40.8	-24.3
40.7863	-24.2779	40.8	-24.3	40.8	-24.3
40.7879	-24.2733	40.8	-24.3	40.8	-24.3
40.7895	-24.2687	40.8	-24.24	40.8	-24.24
40.7911	-24.2641	40.8	-24.24	40.8	-24.24
40.7926	-24.2595	40.8	-24.24	40.8	-24.24
40.7942	-24.2549	40.8	-24.24	40.8	-24.24
40.7958	-24.2503	40.8	-24.24	40.8	-24.24
40.7974	-24.2457	40.8	-24.24	40.8	-24.24
40.799	-24.2412	40.8	-24.24	40.8	-24.24
40.8006	-24.2366	40.8	-24.24	40.8	-24.24
40.8022	-24.232	40.8	-24.24	40.8	-24.24
40.8038	-24.2274	40.8	-24.24	40.8	-24.24
40.8053	-24.2228	40.8	-24.24	40.8	-24.24
40.8069	-24.2182	40.8	-24.24	40.8	-24.24
40.8085	-24.2136	40.8	-24.24	40.8	-24.24
40.8101	-24.209	40.8	-24.18	40.8	-24.18
40.8117	-24.2044	40.8	-24.18	40.8	-24.18
40.8133	-24.1998	40.8	-24.18	40.8	-24.18
40.8148	-24.1952	40.8	-24.18	40.8	-24.18
40.8164	-24.1906	40.8	-24.18	40.8	-24.18
40.818	-24.186	40.8	-24.18	40.8	-24.18
40.8196	-24.1814	40.8	-24.18	40.8	-24.18
40.8212	-24.1768	40.8	-24.18	40.8	-24.18
40.8228	-24.1723	40.8	-24.18	40.8	-24.18
40.8243	-24.1677	40.8	-24.18	40.8	-24.18
40.8259	-24.1631	40.8	-24.18	40.8	-24.18
40.8275	-24.1585	40.8	-24.18	40.8	-24.18
40.8291	-24.1539	40.8	-24.18	40.8	-24.18
40.8307	-24.1493	40.86	-24.12	40.86	-24.12
40.8322	-24.1447	40.86	-24.12	40.86	-24.12
40.8338	-24.1401	40.86	-24.12	40.86	-24.12
40.8354	-24.1355	40.86	-24.12	40.86	-24.12
40.837	-24.1309	40.86	-24.12	40.86	-24.12
40.8386	-24.1263	40.86	-24.12	40.86	-24.12
40.8401	-24.1217	40.86	-24.12	40.86	-24.12
40.8417	-24.1171	40.86	-24.12	40.86	-24.12
40.8433	-24.1125	40.86	-24.12	40.86	-24.12
40.8449	-24.1079	40.86	-24.12	40.86	-24.12
40.8465	-24.1033	40.86	-24.12	40.86	-24.12
40.848	-24.0987	40.86	-24.12	40.86	-24.12
40.8496	-24.0941	40.86	-24.12	40.86	-24.12
40.8512	-24.0895	40.86	-24.06	40.86	-24.06
40.8528	-24.0849	40.86	-24.06	40.86	-24.06
40.8543	-24.0803	40.86	-24.06	40.86	-24.06
40.8559	-24.0757	40.86	-24.06	40.86	-24.06
40.8575	-24.0711	40.86	-24.06	40.86	-24.06
40.8591	-24.0665	40.86	-24.06	40.86	-24.06
40.8607	-24.0619	40.86	-24.06	40.86	-24.06
40.8622	-24.0573	40.86	-24.06	40.86	-24.06
40.8638	-24.0527	40.86	-24.06	40.86	-24.06
40.8654	-24.0481	40.86	-24.06	40.86	-24.06
40.867	-24.0435	40.86	-24.06	40.86	-24.06
40.8685	-24.0389	40.86	-24.06	40.86	-24.06
40.8701	-24.0343	40.86	-24.06	40.86	-24.06
40.8717	-24.0297	40.86	-24	40.86	-24
40.8732	-24.0251	40.86	-24	40.86	-24
40.8748	-24.0205	40.86	-24	40.86	-24
40.8764	-24.0158	40.86	-24	40.86	-24
40.878	-24.0112	40.86	-24	40.86	-24
40.8795	-24.0066	40.86	-24	40.86	-24
40.8811	-24.002	40.86	-24	40.86	-24
40.8827	-23.9974	40.86	-24	40.86	-24
40.8843	-23.9928	40.86	-24	40.86	-24
40.8858	-23.9882	40.86	-24	40.86	-24
40.8874	-23.9836	40.86	-24	40.86	-24
40.889	-23.979	40.86	-24	40.86	-24
40.8905	-23.9744	40.92	-24	40.92	-24
40.8921	-23.9698	40.92	-23.94	40.92	-23.94
40.8937	-23.9652	40.92	-23.94	40.92	-23.94
40.8952	-23.9606	40.92	-23.94	40.92	-23.94
40.8968	-23.956	40.92	-23.94	40.92	-23.94
40.8984	-23.9514	40.92	-23.94	40.92	-23.94
40.9	-23.9467	40.92	-23.94	40.92	-23.94
40.9015	-23.9421	40.92	-23.94	40.92	-23.94
40.9031	-23.9375	40.92	-23.94	40.92	-23.94
40.9047	-23.9329	40.92	-23.94	40.92	-23.94
40.9062	-23.9283	40.92	-23.94	40.92	-23.94
40.9078	-23.9237	40.92	-23.94	40.92	-23.94
40.9094	-23.9191	40.92	-23.94	40.92	-23.94
40.9109	-23.9145	40.92	-23.94	40.92	-23.94
40.9125	-23.9099	40.92	-23.88	40.92	-23.88
40.9141	-23.9052	40.92	-23.88	40.92	-23.88
40.9156	-23.9006	40.92	-23.88	40.92	-23.88
40.9172	-23.896	40.92	-23.88	40.92	-23.88
40.9188	-23.8914	40.92	-23.88	40.92	-23.88
40.9203	-23.8868	40.92	-23.88	40.92	-23.88
40.9219	-23.8822	40.92	-23.88	40.92	-23.88
40.9234	-23.8776	40.92	-23.88	40.92	-23.88
40.925	-23.873	40.92	-23.88	40.92	-23.88
40.9266	-23.8683	40.92	-23.88	40.92	-23.88
40.9281	-23.8637	40.92	-23.88	40.92	-23.88
